name,zip_code,city,state_code,address,phone,categories,id,is_close,price,rating,review_number,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19
Sir Harry's,10022,New York,NY,301 Park Ave_Waldorf Astoria_New York_ NY 10022_,(212) 872-4890,lounges;,sir-harrys-new-york,FALSE,$$$,3.5,35,,,,,,,,,,,,,,,,,,,
Oceana Poke,10019,New York,NY,1700 Broadway_@ 53rd_New York_ NY 10019_,(212) 713-0033,poke;juicebars;seafood;,oceana-poke-new-york,FALSE,$$,3.5,40,,,,,,,,,,,,,,,,,,,
Patrizia's Pizza and Pasta,10016,New York,NY,462-466 2nd Ave_New York_ NY 10016_,(212) 597-9999,Italianpizza;catering;,patrizias-pizza-and-pasta-new-york,FALSE,$$,4.5,268,,,,,,,,,,,,,,,,,,,
Fifty,10014,New York,NY,50 Commerce St_New York_ NY 10014_,(212) 524-4104,latin;wine_bars;cocktailbars;,fifty-new-york,FALSE,$$$,4.5,78,,,,,,,,,,,,,,,,,,,
La Gioconda,10022,New York,NY,226 E 53rd St_New York_ NY 10022_,(212) 371-3536,Italianwine_bars;,la-gioconda-new-york,FALSE,$$,4,110,,,,,,,,,,,,,,,,,,,
Antica Ristorante,10004,New York,NY,8 Stone St_New York_ NY 10004_,(212) 480-3880,Italian,antica-ristorante-new-york,FALSE,$$$,4.5,325,,,,,,,,,,,,,,,,,,,
Esme,11222,Greenpoint,NY,999 Manhattan Ave_Greenpoint_ NY 11222_,(718) 383-0999,American_newbreakfast_brunch;cocktailbars;,esme-greenpoint-3,FALSE,$$,4.5,189,,,,,,,,,,,,,,,,,,,
Carroll Place,10012,New York,NY,157 Bleecker St_New York_ NY 10012_,(212) 260-1700,gastropubs;Italianwine_bars;,carroll-place-new-york,FALSE,$$,4,589,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sushi By Bou,10014,New York,NY,353 W 14th St_New York_ NY 10014_,(917) 870-1587,sushi;,sushi-by-bou-new-york,FALSE,$$$,3.5,55,,,,,,,,,,,,,,,,,,,
Bengal Tiger Indian Food,10019,New York,NY,58 W 56th St_Fl 2_New York_ NY 10019_,(212) 265-2703,indpak;,bengal-tiger-indian-food-new-york,FALSE,$$,4.5,884,,,,,,,,,,,,,,,,,,,
The Meatball Shop,10019,New York,NY,798 9th Ave_New York_ NY 10019_,(212) 230-5860,Italiantradamerican;,the-meatball-shop-new-york-11,FALSE,$$,4,95,,,,,,,,,,,,,,,,,,,
Flow Bar,10005,New York,NY,45 Nassau St_New York_ NY 10005_,(917) 916-8345,divebars;,flow-bar-new-york,FALSE,$,4.5,18,,,,,,,,,,,,,,,,,,,
Caviar Russe,10022,New York,NY,538 Madison Ave_Fl 2_New York_ NY 10022_,(212) 980-5908,American_newseafood;,caviar-russe-new-york,FALSE,$$$$,4,94,,,,,,,,,,,,,,,,,,,
Kefi,10024,New York,NY,505 Columbus Ave_New York_ NY 10024_,(212) 873-0200,greek;mediterranean;tapasmallplates;,kefi-new-york-2,FALSE,$$,3.5,1280,,,,,,,,,,,,,,,,,,,
Raymi,10010,New York,NY,43 W 24th St_New York_ NY 10010_,(212) 929-1200,peruvian;tapas;breakfast_brunch;,raymi-new-york,FALSE,$$$,4,494,,,,,,,,,,,,,,,,,,,
Petit Poulet,10001,New York,NY,52 W 33rd St_New York_ NY 10001_,(212) 244-0440,french;desserts;cocktailbars;,petit-poulet-new-york,FALSE,$$,4,275,,,,,,,,,,,,,,,,,,,
STK Midtown,10036,New York,NY,1114 Avenue of the Americas_New York_ NY 10036_,(646) 624-2455,steak;American_newcocktailbars;,stk-midtown-new-york,FALSE,$$$,3.5,464,,,,,,,,,,,,,,,,,,,
Salt & Bone Smokehouse,11102,Astoria,NY,32-7 30th Ave_Astoria_ NY 11102_,(917) 832-7819,bbq;bars;,salt-and-bone-smokehouse-astoria,FALSE,$$,3.5,118,,,,,,,,,,,,,,,,,,,
Feast,10003,New York,NY,102 3rd Ave_New York_ NY 10003_,(212) 529-8880,American_newbreakfast_brunch;,feast-new-york,FALSE,$$$,4,339,,,,,,,,,,,,,,,,,,,
Chumley's,10014,New York,NY,86 Bedford St_New York_ NY 10014_,(212) 675-2081,speakeasies;American_new,chumleys-new-york,FALSE,$$$,4,121,,,,,,,,,,,,,,,,,,,
Kori Tribeca,10013,New York,NY,253 Church St_New York_ NY 10013_,(212) 334-0908,korean;desserts;tapasmallplates;,kori-tribeca-new-york,FALSE,$$,4,412,,,,,,,,,,,,,,,,,,,
Balthazar Restaurant,10012,New York,NY,80 Spring St_New York_ NY 10012_,(212) 965-1414,french;breakfast_brunch;,balthazar-restaurant-new-york,FALSE,$$$,4,2425,,,,,,,,,,,,,,,,,,,
Baby Brasa,10014,New York,NY,173 7th Ave S_New York_ NY 10014_,(646) 590-9010,peruvian;,baby-brasa-new-york-4,FALSE,$$,4,21,,,,,,,,,,,,,,,,,,,
Suspenders,10006,New York,NY,108 Greenwich St_New York_ NY 10006_,(212) 732-5005,gastropubs;comfortfood;,suspenders-new-york,FALSE,$$,4.5,91,,,,,,,,,,,,,,,,,,,
foreign_name,10013,New York,NY,239 West Broadway_New York_ NY 10013_,(212) 219-2777,modern_european;American_newfrench;,error id,FALSE,$$$$,4,212,,,,,,,,,,,,,,,,,,,
Saxon + Parole,10012,New York,NY,316 Bowery_New York_ NY 10012_,(212) 254-0350,American_newbars;venues;,saxon-parole-new-york,FALSE,$$$,4,633,,,,,,,,,,,,,,,,,,,
Method,10019,New York,NY,746 10th Ave_New York_ NY 10019_,(212) 582-2146,Japanese,method-new-york-3,FALSE,$$$,4.5,22,,,,,,,,,,,,,,,,,,,
One If By Land Two If By Sea,10014,New York,NY,17 Barrow St_New York_ NY 10014_,(212) 228-0822,American_new,one-if-by-land-two-if-by-sea-new-york,FALSE,$$$$,4,1193,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flex Mussels,10028,New York,NY,174 E 82nd St_New York_ NY 10028_,(212) 717-7772,seafood;desserts;belgian;,flex-mussels-new-york,FALSE,$$$,4,842,,,,,,,,,,,,,,,,,,,
Boqueria,10011,New York,NY,53 W 19th St_New York_ NY 10011_,(212) 255-4160,spanish;tapas;wine_bars;,boqueria-new-york,FALSE,$$$,4,992,,,,,,,,,,,,,,,,,,,
Freemans,10002,New York,NY,Freeman Aly_New York_ NY 10002_,(212) 420-0012,breakfast_brunch;lounges;desserts;,freemans-new-york-3,FALSE,$$,4,1721,,,,,,,,,,,,,,,,,,,
Ricardo Steak House,10029,New York,NY,2145 2nd Ave_New York_ NY 10029_,(212) 289-5895,steak;American_newseafood;,ricardo-steak-house-new-york,FALSE,$$$,4,639,,,,,,,,,,,,,,,,,,,
Lelabar,10014,New York,NY,422 Hudson St_New York_ NY 10014_,(212) 206-0594,wine_bars;lounges;,lelabar-new-york,FALSE,$$,4,311,,,,,,,,,,,,,,,,,,,
Virginia's,10009,New York,NY,647 E 11th St_New York_ NY 10009_,(212) 658-0182,American_new,virginias-new-york,FALSE,$$$,4.5,114,,,,,,,,,,,,,,,,,,,
LoLo's Seafood Shack,10026,New York,NY,303 W 116th St_New York_ NY 10026_,(646) 649-3356,seafood;sandwiches;bars;,lolos-seafood-shack-new-york,FALSE,$$,4,397,,,,,,,,,,,,,,,,,,,
The Boil,10003,New York,NY,17 Waverly Pl_New York_ NY 10003_,(646) 833-7110,cajun;seafood;,the-boil-new-york-5,FALSE,$$,4,312,,,,,,,,,,,,,,,,,,,
Fresh Salt,10038,New York,NY,146 Beekman St_New York_ NY 10038_,(212) 962-0053,bars;American_newItalian,fresh-salt-new-york,FALSE,$$,4,323,,,,,,,,,,,,,,,,,,,
Farmer & The Fish- Gramercy,10003,New York,NY,245 Park Ave S_New York_ NY 10003_,(646) 998-5991,seafood;tapasmallplates;American_new,farmer-and-the-fish-gramercy-new-york,FALSE,$$$,3.5,87,,,,,,,,,,,,,,,,,,,
B&B Winepub,10012,New York,NY,25 W Houston St_New York_ NY 10012_,(212) 334-7320,burgers;American_newbreakfast_brunch;,b-and-b-winepub-new-york-3,FALSE,$$,3.5,716,,,,,,,,,,,,,,,,,,,
Excellent Dumpling House,10011,New York,NY,165 W 23rd St_New York_ NY 10011_,(212) 989-8885,dimsum;seafood;soup;,excellent-dumpling-house-new-york-3,FALSE,$$,4,137,,,,,,,,,,,,,,,,,,,
Vago Restaurant,10016,New York,NY,509 3rd Ave_New York_ NY 10016_,(646) 559-0609,Italian,vago-restaurant-new-york,FALSE,$$,4,44,,,,,,,,,,,,,,,,,,,
Lincoln Ristorante,10023,New York,NY,142 W 65th St_New York_ NY 10023_,(212) 359-6500,Italian,lincoln-ristorante-new-york,FALSE,$$$$,4,435,,,,,,,,,,,,,,,,,,,
Victor's Cafe,10019,New York,NY,236 W 52nd St_New York_ NY 10019_,(212) 586-7714,cuban;tapas;lounges;,victors-cafe-new-york-6,FALSE,$$$,4,1071,,,,,,,,,,,,,,,,,,,
Lido,10026,New York,NY,2168 Frederick Douglass Blvd_New York_ NY 10026_,(646) 490-8575,Italianbreakfast_brunch;cocktailbars;,lido-new-york,FALSE,$$,4,673,,,,,,,,,,,,,,,,,,,
Almayass Restaurant NYC,10010,New York,NY,24 E 21st St_New York_ NY 10010_,(212) 473-3100,mediterranean;armenian;lebanese;,almayass-restaurant-nyc-new-york-3,FALSE,$$$,4.5,320,,,,,,,,,,,,,,,,,,,
Hudson Clearwater,10014,New York,NY,447 Hudson St_New York_ NY 10014_,(212) 989-3255,American_newbreakfast_brunch;wine_bars;,hudson-clearwater-new-york,FALSE,$$$,4,439,,,,,,,,,,,,,,,,,,,
Bathtub Gin,10011,New York,NY,132 9th Ave_New York_ NY 10011_,(646) 559-1671,bars;,bathtub-gin-new-york,FALSE,$$$,4,661,,,,,,,,,,,,,,,,,,,
Ruffian Wine Bar & Chef's Table,10009,New York,NY,125 E 7th St_New York_ NY 10009_,(212) 777-0855,wine_bars;tapasmallplates;french;,ruffian-wine-bar-and-chefs-table-new-york,FALSE,$$,5,90,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobu 57,10019,New York,NY,40 W 57th St_New York_ NY 10019_,(212) 757-3000,sushi;Japanesedesserts;,nobu-57-new-york,FALSE,$$$$,4,901,,,,,,,,,,,,,,,,,,,
Spaghetti Incident,10002,New York,NY,231 Eldridge St_New York_ NY 10002_,(646) 896-1446,Italian,spaghetti-incident-new-york-2,FALSE,$$,4,315,,,,,,,,,,,,,,,,,,,
Tavern on Jane,10014,New York,NY,31 8th Ave_New York_ NY 10014_,(212) 675-2526,American_new,tavern-on-jane-new-york,FALSE,$$,4,343,,,,,,,,,,,,,,,,,,,
Non Solo Piada,10018,New York,NY,302 W 37th St_New York_ NY 10018_,(212) 216-0616,Italianbreakfast_brunch;,non-solo-piada-new-york,FALSE,$,5,74,,,,,,,,,,,,,,,,,,,
Jones Wood Foundry,10021,New York,NY,401 E 76th St_New York_ NY 10021_,(212) 249-2700,british;bars;gastropubs;,jones-wood-foundry-new-york-2,FALSE,$$,4,472,,,,,,,,,,,,,,,,,,,
Roof at Park South,10016,New York,NY,125 E 27th St_New York_ NY 10016_,(212) 204-5222,cocktailbars;,roof-at-park-south-new-york,FALSE,$$$,3.5,114,,,,,,,,,,,,,,,,,,,
Nickel & Diner,10013,New York,NY,1 Howard St_New York_ NY 10013_,(646) 870-6100,American_newbreakfast_brunch;coffee;,nickel-and-diner-new-york-2,FALSE,$$,4,181,,,,,,,,,,,,,,,,,,,
Brickyard Gastropub,10019,New York,NY,785 9th Ave_New York_ NY 10019_,(212) 767-0077,gastropubs;tradamerican;,brickyard-gastropub-new-york,FALSE,$$,4,580,,,,,,,,,,,,,,,,,,,
Degustation,10003,New York,NY,239 E 5th St_New York_ NY 10003_,(212) 979-1012,french;American_newspanish;,degustation-new-york,FALSE,$$$,4,600,,,,,,,,,,,,,,,,,,,
Oficina 1M,10013,New York,NY,371 Broome St_New York_ NY 10013_,(718) 431-3332,Italianwine_bars;cafes;,oficina-1m-new-york,FALSE,$$,4,169,,,,,,,,,,,,,,,,,,,
Long Hall At Pier A,10004,New York,NY,22 Battery Pl_New York_ NY 10004_,(212) 785-0153,gastropubs;,long-hall-at-pier-a-new-york,FALSE,$$,4,14,,,,,,,,,,,,,,,,,,,
Take31,10016,New York,NY,15 E 31st St_New York_ NY 10016_,(646) 398-9990,korean;gastropubs;cocktailbars;,take31-new-york,FALSE,$$,4,330,,,,,,,,,,,,,,,,,,,
Crescent Grill,11101,Long Island City,NY,38-40 Crescent St_Long Island City_ NY 11101_,(718) 729-4040,American_new,crescent-grill-long-island-city,FALSE,$$,4.5,211,,,,,,,,,,,,,,,,,,,
Raines Law Room at the William,10016,New York,NY,The William_24 E 39th St_New York_ NY 10016_,,lounges;cocktailbars;,raines-law-room-at-the-william-new-york-3,FALSE,$$,4,215,,,,,,,,,,,,,,,,,,,
83 1/2,10028,New York,NY,345 E 83rd St_New York_ NY 10028_,(212) 737-8312,Italian,83-1-2-new-york,FALSE,$$$,4,117,,,,,,,,,,,,,,,,,,,
Il Tinello Ristorante Italiano,10019,New York,NY,16 W 56th St_New York_ NY 10019_,(212) 245-4388,Italian,il-tinello-ristorante-italiano-new-york,FALSE,$$$$,4.5,177,,,,,,,,,,,,,,,,,,,
Coppelia,10011,New York,NY,207 W 14th St_New York_ NY 10011_,(212) 858-5001,cuban;,coppelia-new-york,FALSE,$$,4,946,,,,,,,,,,,,,,,,,,,
Mr Fong's,10002,New York,NY,40 Market St_New York_ NY 10002_,(646) 964-4540,bars;,mr-fongs-new-york,FALSE,$$,3.5,46,,,,,,,,,,,,,,,,,,,
Beyoglu,10028,New York,NY,1431 3rd Ave_New York_ NY 10028_,(212) 650-0850,turkish;mediterranean;,beyoglu-new-york,FALSE,$$,4,953,,,,,,,,,,,,,,,,,,,
Ristorante Morini,10028,New York,NY,1167 Madison Ave_New York_ NY 10028_,(212) 249-0444,Italian,ristorante-morini-new-york,FALSE,$$$,4,176,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vin Sur Vingt,10024,New York,NY,66 W 84th St_New York_ NY 10024_,(646) 895-9944,wine_bars;,vin-sur-vingt-new-york-5,FALSE,$$,4.5,22,,,,,,,,,,,,,,,,,,,
Esther & Carol,10013,New York,NY,341 Broome St_New York_ NY 10013_,(646) 355-1840,comfortfood;tradamerican;,esther-and-carol-new-york-2,FALSE,$$,5,8,,,,,,,,,,,,,,,,,,,
Hell's Kitchen,10019,New York,NY,754 9th Ave_New York_ NY 10019_,(212) 977-1588,mexican;,hells-kitchen-new-york-6,FALSE,$$,4,225,,,,,,,,,,,,,,,,,,,
Pepe Rosso Social,10013,New York,NY,173 Mott St_New York_ NY 10013_,(212) 219-0019,Italian,pepe-rosso-social-new-york-2,FALSE,$$,4,569,,,,,,,,,,,,,,,,,,,
Sutton Inn,10022,New York,NY,347 E 54th St_New York_ NY 10022_,(646) 370-3045,American_newdesserts;,sutton-inn-new-york,FALSE,$$$,4,81,,,,,,,,,,,,,,,,,,,
Alphabet City Beer Company,10009,New York,NY,96 Ave C_New York_ NY 10009_,(646) 422-7103,bars;beer_and_wine;,alphabet-city-beer-company-new-york,FALSE,$$,4.5,159,,,,,,,,,,,,,,,,,,,
Galata Mediterranean Cuisine,10016,New York,NY,212 E 34th St_New York_ NY 10016_,(212) 683-9206,turkish;mediterranean;halal;,galata-mediterranean-cuisine-new-york,FALSE,$$,4.5,139,,,,,,,,,,,,,,,,,,,
Jun-Men Ramen Bar,10001,New York,NY,249 9th Ave_New York_ NY 10001_,(646) 852-6787,ramen;,jun-men-ramen-bar-new-york,FALSE,$$,4,401,,,,,,,,,,,,,,,,,,,
Kotobuki Manhattan,10003,New York,NY,56 3rd Ave_New York_ NY 10003_,(212) 353-5088,Japanesesushi;seafood;,kotobuki-manhattan-new-york,FALSE,$$,4,413,,,,,,,,,,,,,,,,,,,
Xi'an Famous Foods,10013,New York,NY,45 Bayard St_New York_ NY 10013_,,chinese;burgers;noodles;,xian-famous-foods-new-york-21,FALSE,$,4,737,,,,,,,,,,,,,,,,,,,
Bobby Van's CPS,10019,New York,NY,40 Central Park S_New York_ NY 10019_,(212) 369-4000,steak;American_new,bobby-vans-cps-new-york,FALSE,$$$,4.5,28,,,,,,,,,,,,,,,,,,,
Icelandic Fish & Chips,10014,New York,NY,28 7th Ave S_New York_ NY 10014_,(646) 922-8473,fishnchips;seafood;cocktailbars;,icelandic-fish-and-chips-new-york-2,FALSE,$$,4.5,11,,,,,,,,,,,,,,,,,,,
foreign_name,10013,New York,NY,408 Broome St_New York_ NY 10013_,(212) 219-5050,spanish;basque;grocery;,error id,FALSE,$$,4.5,441,,,,,,,,,,,,,,,,,,,
X Bar Bistro,10028,New York,NY,316 East 84th St_New York_ NY 10028_,(646) 719-1398,french;wine_bars;cocktailbars;,x-bar-bistro-new-york,FALSE,$$$,4.5,14,,,,,,,,,,,,,,,,,,,
Latham House,7302,Jersey City,NJ,299 Marin Blvd_Jersey City_ NJ 07302_,(201) 479-8432,tradamerican;American_new,latham-house-jersey-city,FALSE,$$,4,171,,,,,,,,,,,,,,,,,,,
Ootoya Chelsea,10011,New York,NY,8 W 18th St_New York_ NY 10011_,(212) 255-0018,Japanesesushi;,ootoya-chelsea-new-york,FALSE,$$,4,1062,,,,,,,,,,,,,,,,,,,
B Flat,10013,New York,NY,277 Church St_New York_ NY 10013_,(212) 219-2970,lounges;jazzandblues;Japanese,b-flat-new-york,FALSE,$$,4,305,,,,,,,,,,,,,,,,,,,
Jin Ramen,10024,New York,NY,462 Amsterdam Ave_New York_ NY 10024_,(646) 657-0755,ramen;cocktailbars;,jin-ramen-new-york-3,FALSE,$$,4,468,,,,,,,,,,,,,,,,,,,
Natsumi Tapas,10010,New York,NY,323 3rd Ave_New York_ NY 10010_,(212) 889-2182,sushi;Japanesetapasmallplates;,natsumi-tapas-new-york-2,FALSE,$$,4,147,,,,,,,,,,,,,,,,,,,
The Meatball Shop,10011,New York,NY,200 9th Ave_New York_ NY 10011_,(212) 257-4363,Italian,the-meatball-shop-new-york-4,FALSE,$$,4,695,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wildair,10002,New York,NY,142 Orchard St_New York_ NY 10002_,(646) 964-5624,American_new,wildair-new-york,FALSE,$$$,4,108,,,,,,,,,,,,,,,,,,,
Good Dish,10019,New York,NY,2 W 58th St_New York_ NY 10019_,,American_new,good-dish-new-york,FALSE,$$$,5,2,,,,,,,,,,,,,,,,,,,
Fuku+,10019,New York,NY,15 West 56th St_New York_ NY 10019_,,American_newcomfortfood;,fuku-new-york-11,FALSE,$$,3.5,145,,,,,,,,,,,,,,,,,,,
Deux Amis,10022,New York,NY,356 E 51st St_New York_ NY 10022_,(212) 230-1117,french;,deux-amis-new-york,FALSE,$$,4,116,,,,,,,,,,,,,,,,,,,
The Hamilton,10025,New York,NY,998 Amsterdam Ave_New York_ NY 10025_,(212) 866-7200,American_newcocktailbars;whiskeybars;,the-hamilton-new-york-3,FALSE,$$,4.5,85,,,,,,,,,,,,,,,,,,,
Pil Pil,10075,New York,NY,265 E 78th St_New York_ NY 10075_,(212) 988-3788,tapas;breakfast_brunch;wine_bars;,pil-pil-new-york,FALSE,$$,4,399,,,,,,,,,,,,,,,,,,,
Il Gattopardo,10019,New York,NY,13-15 W 54th St_New York_ NY 10019_,(212) 246-0412,Italian,il-gattopardo-new-york-2,FALSE,$$$,4,96,,,,,,,,,,,,,,,,,,,
Lolita's Kitchen,10128,New York,NY,1364 Lexington Ave_New York_ NY 10128_,(212) 722-5055,mexican;,lolitas-kitchen-new-york,FALSE,$,4,44,,,,,,,,,,,,,,,,,,,
Chouchou,10009,New York,NY,215 E 4th St_New York_ NY 10009_,(646) 869-1423,moroccan;mediterranean;,chouchou-new-york-2,FALSE,$$$,4.5,27,,,,,,,,,,,,,,,,,,,
One Star,10011,New York,NY,147 W 24th St_New York_ NY 10011_,(212) 777-0100,bars;,one-star-new-york,FALSE,$,4.5,97,,,,,,,,,,,,,,,,,,,
Left Bank,10014,New York,NY,117 Perry St_New York_ NY 10014_,(212) 727-1170,American_new,left-bank-new-york,FALSE,$$$,4,224,,,,,,,,,,,,,,,,,,,
Mido,10024,New York,NY,612 Amsterdam Ave_Bet. West 89 St and West 90 St_New York_ NY 10024_,(212) 877-0033,Japanesesushi;,mido-new-york,FALSE,$$,4.5,108,,,,,,,,,,,,,,,,,,,
Foxy Johns Bar & Kitchen,10017,New York,NY,143 E 47th St_New York_ NY 10017_,(646) 838-5534,American_newvenues;cocktailbars;,foxy-johns-bar-and-kitchen-new-york,FALSE,$$,4.5,162,,,,,,,,,,,,,,,,,,,
Sant Ambroeus,10021,New York,NY,1000 Madison Ave_New York_ NY 10021_,(212) 570-2211,Italiandesserts;coffee;,sant-ambroeus-new-york,FALSE,$$$,4,285,,,,,,,,,,,,,,,,,,,
foreign_name,10001,New York,NY,132 W 27th St_New York_ NY 10001_,(917) 409-5171,Italian,error id,FALSE,$$$,4,65,,,,,,,,,,,,,,,,,,,
Max Soha,10027,New York,NY,1274 Amsterdam Ave_New York_ NY 10027_,(212) 531-2221,Italian,max-soha-new-york,FALSE,$$,4,343,,,,,,,,,,,,,,,,,,,
Ajisai Japanese Fusion,10065,New York,NY,795 Lexington Ave_New York_ NY 10065_,(212) 355-0888,Japaneseasianfusion;sushi;,ajisai-japanese-fusion-new-york,FALSE,$$,3.5,115,,,,,,,,,,,,,,,,,,,
White Oak Tavern,10003,New York,NY,21 Waverly Pl_New York_ NY 10003_,(212) 260-2604,bars;comfortfood;tradamerican;,white-oak-tavern-new-york-2,FALSE,$$,4,199,,,,,,,,,,,,,,,,,,,
Lincoln Square Steak,10023,New York,NY,208 W 70th St_New York_ NY 10023_,(212) 875-8600,steak;,lincoln-square-steak-new-york,FALSE,$$$,4,374,,,,,,,,,,,,,,,,,,,
Lena's Italian Kitchen,10016,New York,NY,551 2nd Ave_New York_ NY 10016_,(646) 846-5362,Italian,lenas-italian-kitchen-new-york,FALSE,$$,4.5,42,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovest Pizzoteca,10001,New York,NY,513 W 27th St_New York_ NY 10001_,(212) 967-4392,pizza;Italiancocktailbars;,ovest-pizzoteca-new-york,FALSE,$$,4,417,,,,,,,,,,,,,,,,,,,
Vinateria,10026,New York,NY,2211 Frederick Douglass Blvd_New York_ NY 10026_,(212) 662-8462,Italianspanish;seafood;,vinateria-new-york-3,FALSE,$$,4,294,,,,,,,,,,,,,,,,,,,
Mokja,10028,New York,NY,1663 1st Ave_New York_ NY 10028_,(646) 707-0991,korean;asianfusion;,mokja-new-york-4,FALSE,$$,4,62,,,,,,,,,,,,,,,,,,,
Ootoya Greenwich Village,10003,New York,NY,41 E 11th St_New York_ NY 10003_,(212) 473-4300,Japanese,ootoya-greenwich-village-new-york,FALSE,$$,4,169,,,,,,,,,,,,,,,,,,,
Dig Inn,10025,New York,NY,2884 Broadway_New York_ NY 10025_,(212) 776-4047,American_new,dig-inn-new-york-14,FALSE,$$,4,197,,,,,,,,,,,,,,,,,,,
Adrienne's Pizzabar,10004,New York,NY,54 Stone St_New York_ NY 10004_,(212) 248-3838,pizza;Italianbeerbar;,adriennes-pizzabar-new-york,FALSE,$$,4,1177,,,,,,,,,,,,,,,,,,,
Piccolo Cafe,10023,New York,NY,313 Amsterdam Ave_New York_ NY 10023_,(212) 873-0962,Italiancafes;wine_bars;,piccolo-cafe-new-york-3,FALSE,$$,3.5,391,,,,,,,,,,,,,,,,,,,
Bar Fortuna,10011,New York,NY,62 W 9th St_New York_ NY 10011_,(212) 353-8400,cocktailbars;,bar-fortuna-new-york,FALSE,$$,4.5,11,,,,,,,,,,,,,,,,,,,
Thai Market,10025,New York,NY,960 Amsterdam Ave_New York_ NY 10025_,(212) 280-4575,thai;noodles;soup;,thai-market-new-york,FALSE,$$,4,769,,,,,,,,,,,,,,,,,,,
Coffeemania,10018,New York,NY,1065 Ave Of The Americas_New York_ NY 10018_,(212) 221-2510,American_newcoffee;breakfast_brunch;,coffeemania-new-york-2,FALSE,$$,4,104,,,,,,,,,,,,,,,,,,,
Vino Levantino,10025,New York,NY,210 W 94th St_New York_ NY 10025_,(212) 280-3333,mediterranean;wine_bars;breakfast_brunch;,vino-levantino-new-york,FALSE,$$,4,165,,,,,,,,,,,,,,,,,,,
ZZ's Clam Bar,10012,New York,NY,169 Thompson St_New York_ NY 10012_,(212) 254-3000,seafood;bars;,zzs-clam-bar-new-york,FALSE,$$$$,4.5,77,,,,,,,,,,,,,,,,,,,
Azul On the Rooftop,10013,New York,NY,525 Greenwich St_New York_ NY 10013_,(212) 608-4848,lounges;,azul-on-the-rooftop-new-york,FALSE,$$$,3,23,,,,,,,,,,,,,,,,,,,
Made Nice,10001,New York,NY,8 W 28th St_New York_ NY 10001_,(212) 887-1677,desserts;American_newsalad;,made-nice-new-york-2,FALSE,$$,4,77,,,,,,,,,,,,,,,,,,,
Nare Sushi,10022,New York,NY,115 E 57th St_New York_ NY 10022_,(646) 666-0061,sushi;Japanese,nare-sushi-new-york,FALSE,$$,4,192,,,,,,,,,,,,,,,,,,,
Augustine,10038,New York,NY,5 Beekman St_New York_ NY 10038_,(212) 375-0010,french;brasseries;,augustine-new-york,FALSE,$$$,4,100,,,,,,,,,,,,,,,,,,,
Foxy Greens,10022,New York,NY,1049 1st Ave_New York_ NY 10022_,(646) 649-2089,American_newjuicebars;,foxy-greens-new-york-2,FALSE,$,5,21,,,,,,,,,,,,,,,,,,,
Los Tacos No.1,10011,New York,NY,75 9th Ave_New York_ NY 10011_,(212) 256-0343,mexican;,los-tacos-no-1-new-york,FALSE,$,4.5,1703,,,,,,,,,,,,,,,,,,,
Cafe Cluny,10014,New York,NY,284 W 12th St_New York_ NY 10014_,(212) 255-6900,breakfast_brunch;french;American_new,cafe-cluny-new-york-3,FALSE,$$,4,617,,,,,,,,,,,,,,,,,,,
Massawa,10027,New York,NY,1239 Amsterdam Ave_New York_ NY 10027_,(212) 663-0505,ethiopian;african;bars;,massawa-new-york,FALSE,$$,4,208,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHGATE Bar & Restaurant,10019,New York,NY,154 Central Park S_JW Marriott Essex House New York_New York_ NY 10019_,(212) 484-5120,American_newcocktailbars;wine_bars;,southgate-bar-and-restaurant-new-york-4,FALSE,$$$,3.5,149,,,,,,,,,,,,,,,,,,,
Gallow Green,10001,New York,NY,542 W 27th St_New York_ NY 10001_,(212) 564-1662,cocktailbars;American_new,gallow-green-new-york,FALSE,$$$,3.5,525,,,,,,,,,,,,,,,,,,,
Citizens of Chelsea,10001,New York,NY,401 W 25th St_New York_ NY 10001_,(646) 649-3079,coffee;breakfast_brunch;australian;,citizens-of-chelsea-new-york,FALSE,$$,4,161,,,,,,,,,,,,,,,,,,,
Tableside Italian Cook Shoppe,10003,New York,NY,345 E 6th St_New York_ NY 10003_,(646) 852-6498,Italian,tableside-italian-cook-shoppe-new-york,FALSE,$$,4.5,30,,,,,,,,,,,,,,,,,,,
Risotteria Melotti,10003,New York,NY,309 E 5th St_New York_ NY 10003_,(646) 755-8939,Italiangluten_free;wine_bars;,risotteria-melotti-new-york-5,FALSE,$$,4.5,184,,,,,,,,,,,,,,,,,,,
